customer_key,customer_segment,primary_market,primary_country,first_order_date,last_order_date,order_frequency,total_lines,total_quantity,lifetime_revenue,lifetime_cost,lifetime_profit,lifetime_discount,lifetime_shipping,returned_orders,measured_orders,clv_historical_revenue,clv_historical_profit,avg_order_value,avg_order_profit,profit_margin_pct,days_since_last_purchase,tenure_days_observed,is_repeat_customer,return_rate_pct,avg_days_between_orders,cohort_month,r_score,f_score,m_score,rfm_cell,rfm_sum,fm_score,days_since_first_purchase,segment,segment_action,label_caveat
CASSANDRA_BRANDOW,Consumer,US,United States,2011-03-21,2014-12-22,30,59,227,13526.2086,13317.3801,208.82849999999945,2896.7214,1415.463,0,25,13526.2086,208.82849999999945,450.87362,6.960949999999982,1.5438805224399648,9,1372,1,0.0,47.310344827586206,2011-03,4,2,2,422,8,2.0,1381,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CATHERINE_GLOTZBACH,Home Office,APAC,United States,2011-07-15,2014-12-10,24,35,120,4115.2080000000005,4362.0474,-246.8394,1631.8819999999998,705.72,0,19,4115.2080000000005,-246.8394,171.467,-10.284975,-5.998224148086803,21,1244,1,0.0,54.08695652173913,2011-07,3,1,1,311,5,1.0,1265,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CATHY_ARMSTRONG,Home Office,EU,United States,2011-03-21,2014-12-18,25,56,207,12292.758,10422.9881,1869.7699,1500.302,1007.309,1,22,12292.758,1869.7699,491.71032,74.790796,15.210336850363444,13,1368,1,4.545454545454546,57.0,2011-03,3,1,2,312,6,1.5,1381,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CATHY_HWANG,Home Office,EU,France,2011-04-12,2014-10-03,29,70,225,15668.17456,12996.6649,2671.50966,1269.0954399999996,1379.569,2,21,15668.17456,2671.50966,540.2818813793103,92.12102275862068,17.0505482292763,89,1270,1,9.523809523809524,45.35714285714285,2011-04,1,2,3,123,6,2.5,1359,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CATHY_PRESCOTT,Corporate,US,United States,2011-06-27,2014-10-23,33,65,253,19769.5819,18019.0082,1750.5737,2760.3781,2255.658,2,23,19769.5819,1750.5737,599.0782393939393,53.04768787878788,8.85488478641018,69,1214,1,8.695652173913043,37.9375,2011-06,1,3,4,134,8,3.5,1283,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHAD_CUNNINGHAM,Home Office,LATAM,United States,2011-11-15,2014-11-10,30,58,216,12520.17124,9897.5438,2622.62744,1146.8587599999998,1812.806,2,25,12520.17124,2622.62744,417.3390413333333,87.42091466666666,20.947217012664435,51,1091,1,8.0,37.62068965517241,2011-11,1,2,2,122,5,2.0,1142,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHAD_MCGUIRE,Consumer,APAC,United States,2011-02-10,2014-12-23,23,43,160,16565.3193,14122.9721,2442.3472,1744.9207,2268.972,1,20,16565.3193,2442.3472,720.2312739130434,106.18900869565218,14.743737538460852,8,1412,1,5.0,64.18181818181819,2011-02,4,1,4,414,9,2.5,1420,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHAD_SIEVERT,Consumer,APAC,United States,2011-03-18,2014-12-20,26,48,185,12348.499,12352.5661,-4.067100000000039,2938.921,1384.548,1,22,12348.499,-4.067100000000039,474.9422692307692,-0.1564269230769245,-0.0329359867948326,11,1373,1,4.545454545454546,54.92,2011-03,4,1,2,412,7,1.5,1384,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHARLES_CRESTANI,Consumer,APAC,United States,2011-06-17,2014-10-10,30,59,180,13348.8466,12041.0475,1307.7990999999995,3017.8934000000004,1476.886,1,24,13348.8466,1307.7990999999995,444.96155333333337,43.59330333333333,9.797094379674718,82,1211,1,4.166666666666666,41.75862068965517,2011-06,1,2,2,122,5,2.0,1293,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHARLES_MCCROSSIN,Consumer,APAC,United States,2011-01-31,2014-12-05,31,55,176,20155.95942,19409.2726,746.6868199999997,3535.41058,1566.823,0,26,20155.95942,746.6868199999997,650.1922393548386,24.086671612903213,3.704546156503424,26,1404,1,0.0,46.8,2011-01,2,3,5,235,10,4.0,1430,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CHARLES_SHELDON,Corporate,APAC,Australia,2011-01-18,2014-11-04,34,62,246,20046.1943,15717.6175,4328.5768,1899.0957,2250.862,3,29,20046.1943,4328.5768,589.59395,127.31108235294116,21.59301030021444,57,1386,1,10.344827586206897,42.0,2011-01,1,4,5,145,10,4.5,1443,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHARLOTTE_MELTON,Consumer,LATAM,United States,2011-06-06,2014-12-31,29,55,212,12826.54222,12708.7507,117.79152000000012,4128.557779999999,1254.119,2,25,12826.54222,117.79152000000012,442.2945593103448,4.061776551724143,0.9183419660548248,0,1304,1,8.0,46.57142857142857,2011-06,5,2,2,522,9,2.0,1304,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHLORIS_KASTENSMIDT,Consumer,US,United States,2011-03-11,2014-12-27,43,96,327,14575.90484,13610.0919,965.8129399999998,3961.20516,1655.731,2,38,14575.90484,965.8129399999998,338.9745311627907,22.460766046511623,6.626092517766463,4,1387,1,5.263157894736842,33.023809523809526,2011-03,5,5,3,553,13,4.0,1391,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CHRISTINA_ANDERSON,Consumer,APAC,United States,2011-01-26,2014-11-27,38,69,247,21837.3069,18175.1889,3662.118,1337.4231,2300.488,1,31,21837.3069,3662.118,574.6659710526316,96.37152631578948,16.770007477433037,34,1401,1,3.225806451612903,37.86486486486486,2011-01,2,5,5,255,12,5.0,1435,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CHRISTINA_DEMOSS,Consumer,LATAM,Brazil,2011-06-27,2014-12-19,31,82,265,17984.58838,15392.806600000002,2591.78178,2531.17162,1730.17,0,24,17984.58838,2591.78178,580.1480122580646,83.60586387096774,14.411126489179065,12,1271,1,0.0,42.36666666666667,2011-06,4,3,4,434,11,3.5,1283,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHRISTINA_VANDERZANDEN,Consumer,LATAM,United States,2011-03-28,2014-11-22,29,60,185,10325.50918,9720.1719,605.33728,2661.39082,958.114,2,20,10325.50918,605.33728,356.0520406896552,20.873699310344826,5.86254168629774,39,1335,1,10.0,47.67857142857143,2011-03,1,2,1,121,4,1.5,1374,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHRISTINE_ABELMAN,Corporate,EU,France,2011-03-23,2014-12-18,26,43,113,7802.29086,6935.132200000001,867.15866,941.29914,1085.0929999999998,1,21,7802.29086,867.15866,300.08811000000003,33.35225615384616,11.114154490774778,13,1366,1,4.761904761904762,54.64,2011-03,3,1,1,311,5,1.0,1379,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHRISTINE_KARGATIS,Home Office,LATAM,United States,2011-03-14,2014-12-31,35,67,245,13053.19332,11672.4801,1380.71322,2362.51668,1185.368,2,27,13053.19332,1380.71322,372.9483805714286,39.44894914285714,10.577589607015794,0,1388,1,7.4074074074074066,40.8235294117647,2011-03,5,4,2,542,11,3.0,1388,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHRISTINE_PHAN,Corporate,LATAM,United States,2011-01-24,2014-12-23,34,82,278,25154.11928,23405.8379,1748.28138,7014.540719999999,2433.552,2,30,25154.11928,1748.28138,739.8270376470588,51.42004058823529,6.950278642393398,8,1429,1,6.666666666666667,43.30303030303031,2011-01,4,4,5,445,13,4.5,1437,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CHRISTINE_SUNDARESAM,Consumer,LATAM,United States,2011-04-02,2014-12-25,40,66,188,10548.057,10549.2088,-1.1517999999999091,2575.253,1140.11,1,31,10548.057,-1.1517999999999091,263.701425,-0.0287949999999977,-0.0109195466046486,6,1363,1,3.225806451612903,34.94871794871795,2011-04,4,5,1,451,10,3.0,1369,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHRISTOPHER_CONANT,Consumer,APAC,United States,2011-02-04,2014-12-25,39,73,287,35187.0764,29583.7427,5603.333699999999,8086.833600000001,3252.51636,2,30,35187.0764,5603.333699999999,902.2327282051282,143.67522307692306,15.92440825802737,6,1420,1,6.666666666666667,37.36842105263158,2011-02,4,5,5,455,14,5.0,1426,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CHRISTOPHER_MARTINEZ,Consumer,APAC,Australia,2011-01-08,2014-11-24,29,56,198,22463.58392,19453.5496,3010.03432,4426.36608,2343.053,2,25,22463.58392,3010.03432,774.6063420689655,103.79428689655172,13.39961749077838,37,1416,1,8.0,50.57142857142857,2011-01,1,2,5,125,8,3.5,1453,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHRISTOPHER_SCHILD,Home Office,US,United States,2011-06-24,2014-12-30,28,53,197,12514.53436,10434.4918,2080.04256,1891.61564,1244.12,2,23,12514.53436,2080.04256,446.9476557142857,74.28723428571428,16.62101441543367,1,1285,1,8.695652173913043,47.5925925925926,2011-06,5,1,2,512,8,1.5,1286,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHRISTY_BRITTAIN,Consumer,LATAM,United States,2011-02-24,2014-12-05,27,49,194,13938.11536,11851.0317,2087.08366,3055.6946400000006,1895.029,1,23,13938.11536,2087.08366,516.2264948148148,77.2993948148148,14.97393016267875,26,1380,1,4.3478260869565215,53.07692307692308,2011-02,2,1,2,212,5,1.5,1406,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CHRIS_CORTES,Consumer,US,United States,2011-03-03,2014-12-11,44,87,268,11482.9148,8977.0262,2505.8886,1684.5351999999998,1101.804,2,32,11482.9148,2505.8886,260.9753363636364,56.95201363636364,21.822757058164363,20,1379,1,6.25,32.06976744186046,2011-03,3,5,1,351,9,3.0,1399,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHRIS_MCAFEE,Consumer,APAC,United States,2011-01-03,2014-11-19,27,44,139,11620.621,9732.9233,1887.6977,1399.1189999999997,1386.288,2,22,11620.621,1887.6977,430.3933703703704,69.91472962962963,16.244378850321336,42,1416,1,9.090909090909092,54.46153846153846,2011-01,1,1,2,112,4,1.5,1458,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CHRIS_SELESNICK,Corporate,US,United States,2011-01-14,2014-12-29,34,81,304,14413.7293,11811.2234,2602.5059,1090.3107,1640.692,0,30,14413.7293,2602.5059,423.9332147058824,76.5442911764706,18.055742867323037,2,1445,1,0.0,43.78787878787879,2011-01,5,4,3,543,12,3.5,1447,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHUCK_CLARK,Home Office,US,United States,2011-01-24,2014-12-31,31,60,229,15039.16256,12098.6517,2940.5108599999994,1589.1874399999997,1317.489,3,29,15039.16256,2940.5108599999994,485.1342761290323,94.85518903225804,19.55235770787492,0,1437,1,10.344827586206897,47.9,2011-01,5,3,3,533,11,3.0,1437,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CHUCK_MAGEE,Consumer,LATAM,Mexico,2011-04-25,2014-12-16,29,58,224,13713.28608,12236.6304,1476.6556799999998,1801.1839200000002,1243.752,1,25,13713.28608,1476.6556799999998,472.8719337931034,50.91916137931034,10.768065884322308,15,1331,1,4.0,47.535714285714285,2011-04,3,2,2,322,7,2.0,1346,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CHUCK_SACHS,Consumer,APAC,Germany,2011-01-11,2014-12-25,31,70,236,22755.44428,19812.3347,2943.10958,1894.70572,2892.8830000000003,2,23,22755.44428,2943.10958,734.0465896774193,94.9390187096774,12.933650267539404,6,1444,1,8.695652173913043,48.13333333333333,2011-01,4,3,5,435,12,4.0,1450,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CINDY_CHAPMAN,Consumer,APAC,United States,2011-05-03,2014-12-15,37,74,246,20869.68146,16834.827,4034.85446,2157.77854,2217.061,2,30,20869.68146,4034.85446,564.0454448648649,109.05012054054056,19.333569933654367,16,1322,1,6.666666666666667,36.72222222222222,2011-05,3,4,5,345,12,4.5,1338,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CINDY_SCHNELLING,Corporate,LATAM,Mexico,2011-04-09,2014-12-29,33,62,197,12774.6265,12585.7546,188.87189999999987,3511.8935,1521.678,1,30,12774.6265,188.87189999999987,387.10989393939394,5.723390909090905,1.4784925414453398,2,1360,1,3.333333333333333,42.5,2011-04,5,3,2,532,10,2.5,1362,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CINDY_STEWART,Consumer,LATAM,United States,2011-03-26,2014-12-04,23,42,153,13429.746400000002,19581.3045,-6151.558100000001,13009.803599999996,1244.427,1,16,13429.746400000002,-6151.558100000001,583.9020173913044,-267.459047826087,-45.80546733183287,27,1349,1,6.25,61.31818181818182,2011-03,2,1,2,212,5,1.5,1376,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CLAIRE_GUTE,Consumer,APAC,United Kingdom,2011-07-06,2014-12-03,25,52,184,14661.67402,12095.0956,2566.57842,1492.21598,1864.333,0,18,14661.67402,2566.57842,586.4669608,102.6631368,17.505357277067603,28,1246,1,0.0,51.91666666666666,2011-07,2,1,3,213,6,2.0,1274,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CLAUDIA_BERGMANN,Corporate,EU,United States,2011-01-22,2014-12-24,29,72,241,18255.79284,16088.5754,2167.2174399999994,2928.71716,1302.176,2,27,18255.79284,2167.2174399999994,629.5100979310345,74.73163586206894,11.87139588509923,7,1432,1,7.4074074074074066,51.142857142857146,2011-01,4,2,4,424,10,3.0,1439,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
CLAY_CHEATHAM,Consumer,EU,Australia,2011-03-17,2014-12-04,30,60,191,9342.05034,7817.5014,1524.54894,1583.34966,1389.7,3,25,9342.05034,1524.54894,311.401678,50.818298,16.319211356337007,27,1358,1,12.0,46.82758620689656,2011-03,2,2,1,221,5,1.5,1385,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CLAY_LUDTKE,Consumer,US,United States,2011-02-09,2014-12-26,36,79,284,19783.77188,18460.3429,1323.42898,5026.75812,2161.233,2,30,19783.77188,1323.42898,549.5492188888888,36.76191611111111,6.689467448509621,5,1416,1,6.666666666666667,40.457142857142856,2011-02,5,4,4,544,13,4.0,1421,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CLAY_ROZENDAL,Home Office,APAC,United States,2011-08-12,2014-12-09,25,41,164,11757.5765,9811.5807,1945.9958,1979.3234999999995,1231.239,0,20,11757.5765,1945.9958,470.30306,77.839832,16.550994161084134,22,1215,1,0.0,50.625,2011-08,2,1,2,212,5,1.5,1237,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CLYTIE_KELTY,Consumer,US,United States,2011-07-29,2014-11-18,36,79,289,17143.14618,14769.5102,2373.63598,2610.82382,1883.876,2,33,17143.14618,2373.63598,476.198505,65.93433277777778,13.845976433247682,43,1208,1,6.0606060606060606,34.51428571428571,2011-07,1,4,4,144,9,4.0,1251,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
COREY_CATLETT,Corporate,APAC,United States,2011-07-16,2014-12-15,32,61,212,17605.028,14602.017,3003.011,1530.632,2016.706,2,29,17605.028,3003.011,550.157125,93.84409375,17.057689428270155,16,1248,1,6.896551724137931,40.25806451612903,2011-07,3,3,4,334,10,3.5,1264,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.
COREY_LOCK,Consumer,APAC,United States,2011-04-14,2014-12-27,30,68,238,13046.86776,11850.8278,1196.0399599999998,2215.8822400000004,1458.695,1,25,13046.86776,1196.0399599999998,434.895592,39.86799866666666,9.16725747513823,4,1353,1,4.0,46.6551724137931,2011-04,5,2,2,522,9,2.0,1357,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
COREY_ROPER,Home Office,APAC,Australia,2011-01-23,2014-11-18,37,77,262,22351.10268,20005.980600000003,2345.12208,4444.02732,2641.942,4,28,22351.10268,2345.12208,604.0838562162162,63.38167783783783,10.49219858892438,43,1395,1,14.285714285714285,38.75,2011-01,1,4,5,145,10,4.5,1438,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CORINNA_MITCHELL,Home Office,EMEA,United States,2011-08-06,2014-12-04,30,54,174,15578.556680000002,16533.6191,-955.06242,6437.093320000001,2067.155,0,18,15578.556680000002,-955.06242,519.2852226666668,-31.835414,-6.130621980058808,27,1216,1,0.0,41.93103448275862,2011-08,2,2,3,223,7,2.5,1243,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn."
CRAIG_CARREIRA,Consumer,APAC,United States,2011-04-13,2014-12-15,34,67,210,11496.6099,11777.591600000002,-280.9817000000003,4043.6101,1485.205,2,28,11496.6099,-280.9817000000003,338.1355852941176,-8.264167647058832,-2.444039612059902,16,1342,1,7.142857142857142,40.66666666666666,2011-04,3,4,1,341,8,2.5,1358,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.
CRAIG_CARROLL,Consumer,EU,United States,2011-03-22,2014-11-07,25,55,210,16817.9562,14568.0959,2249.8603,2855.1538,1482.403,2,20,16817.9562,2249.8603,672.718248,89.994412,13.377727193747832,54,1326,1,10.0,55.25,2011-03,1,1,4,114,6,2.5,1380,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CRAIG_LESLIE,Home Office,APAC,United States,2011-01-15,2014-12-23,35,69,248,19376.0248,16705.6961,2670.3287,2936.945199999999,1814.754,0,31,19376.0248,2670.3287,553.6007085714285,76.29510571428571,13.78161272791104,8,1438,1,0.0,42.294117647058826,2011-01,4,4,4,444,12,4.0,1446,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CRAIG_MOLINARI,Corporate,EU,United States,2011-03-07,2014-11-20,26,54,179,11230.8429,10020.5016,1210.3412999999998,2051.7971,1373.024,0,19,11230.8429,1210.3412999999998,431.9554961538461,46.55158846153846,10.77694088303915,41,1354,1,0.0,54.16,2011-03,1,1,1,111,3,1.0,1395,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CRAIG_REITER,Consumer,APAC,India,2011-07-15,2014-12-26,35,77,224,20847.539760000003,19412.102400000003,1435.4373599999997,6288.69024,3154.0950000000003,0,24,20847.539760000003,1435.4373599999997,595.6439931428572,41.01249599999999,6.885404112547425,5,1260,1,0.0,37.05882352941177,2011-07,5,4,5,545,14,4.5,1265,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.
CRAIG_YEDWAB,Corporate,APAC,United States,2011-05-06,2014-11-01,35,60,200,14221.5023,12679.259300000002,1542.2429999999997,2809.3776999999995,1656.323,3,31,14221.5023,1542.2429999999997,406.32863714285713,44.0640857142857,10.84444503447431,60,1275,1,9.67741935483871,37.5,2011-05,1,4,3,143,8,3.5,1335,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CYMA_KINNEY,Corporate,US,United States,2011-02-08,2014-11-24,38,69,211,10590.7544,10065.3701,525.3842999999998,1910.6456,1181.894,0,26,10590.7544,525.3842999999998,278.7040631578947,13.825902631578945,4.960782585988396,37,1385,1,0.0,37.43243243243244,2011-02,1,5,1,151,7,3.0,1422,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CYNTHIA_ARNTZEN,Consumer,LATAM,United States,2011-06-07,2014-09-29,30,61,213,19836.361,15945.0965,3891.2645,3436.149,1813.49,1,26,19836.361,3891.2645,661.2120333333334,129.70881666666665,19.616826392703786,93,1210,1,3.8461538461538463,41.72413793103448,2011-06,1,2,4,124,7,3.0,1303,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
CYNTHIA_DELANEY,Home Office,EU,France,2011-02-03,2014-10-16,32,68,228,14498.9025,12344.599800000002,2154.3027,1779.9575,1507.387,0,25,14498.9025,2154.3027,453.090703125,67.32195937499999,14.85838462600876,76,1351,1,0.0,43.58064516129032,2011-02,1,3,3,133,7,3.0,1427,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile."
