customer_key,customer_name,customer_segment,customer_ids,n_customer_ids,first_order_date,last_order_date,markets,primary_country,n_orders,n_lines,revenue,profit,signup_date_observed
CAROL_DARLEY,Carol Darley,Consumer,CD-11980|CD-1980,2,2011-03-22,2014-12-30,APAC|Africa|Canada|EMEA|EU|LATAM|US,Australia,30,68,13228.39046,1880.35726,2011-03-22
CAROL_TRIGGS,Carol Triggs,Consumer,CT-11995|CT-1995,2,2011-04-29,2014-12-03,APAC|EMEA|EU|LATAM|US,United States,29,52,14138.57504,2437.80334,2011-04-29
CASSANDRA_BRANDOW,Cassandra Brandow,Consumer,CB-12025|CB-2025,2,2011-03-21,2014-12-22,APAC|EMEA|EU|LATAM|US,United States,30,59,13526.2086,208.82849999999945,2011-03-21
CATHERINE_GLOTZBACH,Catherine Glotzbach,Home Office,CG-12040|CG-2040,2,2011-07-15,2014-12-10,APAC|Africa|EMEA|EU|LATAM|US,United States,24,35,4115.2080000000005,-246.8394,2011-07-15
CATHY_ARMSTRONG,Cathy Armstrong,Home Office,CA-12055|CA-2055,2,2011-03-21,2014-12-18,APAC|Canada|EMEA|EU|LATAM|US,Mexico,25,56,12292.758,1869.7698999999998,2011-03-21
CATHY_HWANG,Cathy Hwang,Home Office,CH-12070|CH-2070,2,2011-04-12,2014-10-03,APAC|Africa|EMEA|EU|LATAM|US,France,29,70,15668.174560000001,2671.5096599999997,2011-04-12
CATHY_PRESCOTT,Cathy Prescott,Corporate,CP-12085|CP-2085,2,2011-06-27,2014-10-23,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,33,65,19769.581899999997,1750.5737000000001,2011-06-27
CHAD_CUNNINGHAM,Chad Cunningham,Home Office,CC-12100|CC-2100,2,2011-11-15,2014-11-10,APAC|Africa|EMEA|EU|LATAM|US,United States,30,58,12520.17124,2622.6274399999998,2011-11-15
CHAD_MCGUIRE,Chad McGuire,Consumer,CM-12115|CM-2115,2,2011-02-10,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,Vietnam,23,43,16565.3193,2442.3471999999997,2011-02-10
CHAD_SIEVERT,Chad Sievert,Consumer,CS-12130|CS-2130,2,2011-03-18,2014-12-20,APAC|Africa|Canada|EMEA|EU|LATAM|US,Indonesia,26,48,12348.499,-4.067100000000028,2011-03-18
CHARLES_CRESTANI,Charles Crestani,Consumer,CC-12145|CC-2145,2,2011-06-17,2014-10-10,APAC|Africa|EMEA|EU|LATAM|US,United States,30,59,13348.8466,1307.7990999999995,2011-06-17
CHARLES_MCCROSSIN,Charles McCrossin,Consumer,CM-12160|CM-2160,2,2011-01-31,2014-12-05,APAC|Africa|EMEA|EU|LATAM|US,France,31,55,20155.95942,746.6868199999997,2011-01-31
CHARLES_SHELDON,Charles Sheldon,Corporate,CS-12175|CS-2175,2,2011-01-18,2014-11-04,APAC|Africa|EMEA|EU|LATAM|US,Australia,34,62,20046.1943,4328.5768,2011-01-18
CHARLOTTE_MELTON,Charlotte Melton,Consumer,CM-12190|CM-2190,2,2011-06-06,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,France,29,55,12826.54222,117.79152000000015,2011-06-06
CHLORIS_KASTENSMIDT,Chloris Kastensmidt,Consumer,CK-12205|CK-2205,2,2011-03-11,2014-12-27,APAC|Africa|EMEA|EU|LATAM|US,United States,43,96,14575.90484,965.8129399999998,2011-03-11
CHRISTINA_ANDERSON,Christina Anderson,Consumer,CA-12265|CA-2265,2,2011-01-26,2014-11-27,APAC|Africa|EMEA|EU|LATAM|US,United States,38,69,21837.3069,3662.1180000000004,2011-01-26
CHRISTINA_DEMOSS,Christina DeMoss,Consumer,CD-12280|CD-2280,2,2011-06-27,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,31,82,17984.58838,2591.78178,2011-06-27
CHRISTINA_VANDERZANDEN,Christina VanderZanden,Consumer,CV-12295|CV-2295,2,2011-03-28,2014-11-22,APAC|Africa|EMEA|EU|LATAM|US,United States,29,60,10325.50918,605.33728,2011-03-28
CHRISTINE_ABELMAN,Christine Abelman,Corporate,CA-12310|CA-2310,2,2011-03-23,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,26,43,7802.29086,867.1586599999999,2011-03-23
CHRISTINE_KARGATIS,Christine Kargatis,Home Office,CK-12325|CK-2325,2,2011-03-14,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,United States,35,67,13053.19332,1380.7132199999999,2011-03-14
CHRISTINE_PHAN,Christine Phan,Corporate,CP-12340|CP-2340,2,2011-01-24,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,United States,34,82,25154.11928,1748.2813799999997,2011-01-24
CHRISTINE_SUNDARESAM,Christine Sundaresam,Consumer,CS-12355|CS-2355,2,2011-04-02,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,40,66,10548.057,-1.1517999999999284,2011-04-02
CHRISTOPHER_CONANT,Christopher Conant,Consumer,CC-12370|CC-2370,2,2011-02-04,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,United States,39,73,35187.0764,5603.333699999999,2011-02-04
CHRISTOPHER_MARTINEZ,Christopher Martinez,Consumer,CM-12385|CM-2385,2,2011-01-08,2014-11-24,APAC|Africa|EMEA|EU|LATAM|US,United States,29,56,22463.58392,3010.0343199999998,2011-01-08
CHRISTOPHER_SCHILD,Christopher Schild,Home Office,CS-12400|CS-2400,2,2011-06-24,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,28,53,12514.53436,2080.04256,2011-06-24
CHRISTY_BRITTAIN,Christy Brittain,Consumer,CB-12415|CB-2415,2,2011-02-24,2014-12-05,APAC|Africa|EMEA|EU|LATAM|US,United States,27,49,13938.11536,2087.08366,2011-02-24
CHRIS_CORTES,Chris Cortes,Consumer,CC-12220|CC-2220,2,2011-03-03,2014-12-11,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,44,87,11482.9148,2505.8886,2011-03-03
CHRIS_MCAFEE,Chris McAfee,Consumer,CM-12235|CM-2235,2,2011-01-03,2014-11-19,APAC|Africa|EMEA|EU|LATAM|US,United States,27,44,11620.621000000001,1887.6977,2011-01-03
CHRIS_SELESNICK,Chris Selesnick,Corporate,CS-12250|CS-2250,2,2011-01-14,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,34,81,14413.7293,2602.5059,2011-01-14
CHUCK_CLARK,Chuck Clark,Home Office,CC-12430|CC-2430,2,2011-01-24,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,United States,31,60,15039.16256,2940.5108599999994,2011-01-24
CHUCK_MAGEE,Chuck Magee,Consumer,CM-12445|CM-2445,2,2011-04-25,2014-12-16,APAC|Africa|EMEA|EU|LATAM|US,Mexico,29,58,13713.28608,1476.6556799999998,2011-04-25
CHUCK_SACHS,Chuck Sachs,Consumer,CS-12460|CS-2460,2,2011-01-11,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,Germany,31,70,22755.44428,2943.1095800000003,2011-01-11
CINDY_CHAPMAN,Cindy Chapman,Consumer,CC-12475|CC-2475,2,2011-05-03,2014-12-15,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,37,74,20869.68146,4034.85446,2011-05-03
CINDY_SCHNELLING,Cindy Schnelling,Corporate,CS-12490|CS-2490,2,2011-04-09,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,33,62,12774.6265,188.8718999999999,2011-04-09
CINDY_STEWART,Cindy Stewart,Consumer,CS-12505|CS-2505,2,2011-03-26,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,United States,23,42,13429.7464,-6151.558100000001,2011-03-26
CLAIRE_GUTE,Claire Gute,Consumer,CG-12520|CG-2520,2,2011-07-06,2014-12-03,APAC|Africa|EMEA|EU|LATAM|US,France,25,52,14661.67402,2566.57842,2011-07-06
CLAUDIA_BERGMANN,Claudia Bergmann,Corporate,CB-12535|CB-2535,2,2011-01-22,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,United States,29,72,18255.79284,2167.21744,2011-01-22
CLAY_CHEATHAM,Clay Cheatham,Consumer,CC-12550|CC-2550,2,2011-03-17,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,Australia,30,60,9342.05034,1524.54894,2011-03-17
CLAY_LUDTKE,Clay Ludtke,Consumer,CL-12565|CL-2565,2,2011-02-09,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,United States,36,79,19783.77188,1323.4289799999997,2011-02-09
CLAY_ROZENDAL,Clay Rozendal,Home Office,CR-12580|CR-2580,2,2011-08-12,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,Australia,25,41,11757.5765,1945.9958,2011-08-12
CLYTIE_KELTY,Clytie Kelty,Consumer,CK-12595|CK-2595,2,2011-07-29,2014-11-18,APAC|Africa|EMEA|EU|LATAM|US,United States,36,79,17143.14618,2373.6359799999996,2011-07-29
COREY_CATLETT,Corey Catlett,Corporate,CC-12610|CC-2610,2,2011-07-16,2014-12-15,APAC|EMEA|EU|LATAM|US,United States,32,61,17605.028,3003.011,2011-07-16
COREY_LOCK,Corey-Lock,Consumer,Co-12640|Co-2640,2,2011-04-14,2014-12-27,APAC|Africa|EMEA|EU|LATAM|US,India,30,68,13046.867760000001,1196.0399599999998,2011-04-14
COREY_ROPER,Corey Roper,Home Office,CR-12625|CR-2625,2,2011-01-23,2014-11-18,APAC|Africa|Canada|EMEA|EU|LATAM|US,Indonesia,37,77,22351.10268,2345.1220799999996,2011-01-23
CORINNA_MITCHELL,Corinna Mitchell,Home Office,CM-12655|CM-2655,2,2011-08-06,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,United States,30,54,15578.55668,-955.06242,2011-08-06
CRAIG_CARREIRA,Craig Carreira,Consumer,CC-12670|CC-2670,2,2011-04-13,2014-12-15,APAC|Africa|EMEA|EU|LATAM|US,United States,34,67,11496.6099,-280.9817000000003,2011-04-13
CRAIG_CARROLL,Craig Carroll,Consumer,CC-12685|CC-2685,2,2011-03-22,2014-11-07,APAC|Africa|EMEA|EU|LATAM|US,United States,25,55,16817.9562,2249.8603000000003,2011-03-22
CRAIG_LESLIE,Craig Leslie,Home Office,CL-12700|CL-2700,2,2011-01-15,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,Mexico,35,69,19376.0248,2670.3287,2011-01-15
CRAIG_MOLINARI,Craig Molinari,Corporate,CM-12715|CM-2715,2,2011-03-07,2014-11-20,APAC|Africa|EMEA|EU|LATAM|US,United States,26,54,11230.8429,1210.3412999999996,2011-03-07
CRAIG_REITER,Craig Reiter,Consumer,CR-12730|CR-2730,2,2011-07-15,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,Brazil,35,77,20847.53976,1435.4373599999997,2011-07-15
CRAIG_YEDWAB,Craig Yedwab,Corporate,CY-12745|CY-2745,2,2011-05-06,2014-11-01,APAC|Africa|EMEA|EU|LATAM|US,United States,35,60,14221.5023,1542.243,2011-05-06
CYMA_KINNEY,Cyma Kinney,Corporate,CK-12760|CK-2760,2,2011-02-08,2014-11-24,APAC|Africa|EMEA|EU|LATAM|US,United States,38,69,10590.7544,525.3842999999999,2011-02-08
CYNTHIA_ARNTZEN,Cynthia Arntzen,Consumer,CA-12775|CA-2775,2,2011-06-07,2014-09-29,APAC|Africa|EMEA|EU|LATAM|US,United States,30,61,19836.361,3891.2645000000007,2011-06-07
CYNTHIA_DELANEY,Cynthia Delaney,Home Office,CD-12790|CD-2790,2,2011-02-03,2014-10-16,APAC|Africa|EMEA|EU|LATAM|US,United States,32,68,14498.9025,2154.3026999999997,2011-02-03
CYNTHIA_VOLTZ,Cynthia Voltz,Corporate,CV-12805|CV-2805,2,2011-04-27,2014-12-27,APAC|Africa|EMEA|EU|LATAM|US,United States,27,54,14852.9826,1910.1064999999996,2011-04-27
CYRA_REITEN,Cyra Reiten,Home Office,CR-12820|CR-2820,2,2011-06-11,2014-11-06,APAC|Africa|EMEA|EU|LATAM|US,India,32,54,15658.56256,3312.72046,2011-06-11
DAMALA_KOTSONIS,Damala Kotsonis,Corporate,DK-12835|DK-2835,2,2011-01-31,2014-12-10,APAC|Africa|EMEA|EU|LATAM|US,United States,43,86,20963.6977,2917.8505,2011-01-31
DANA_KAYDOS,Dana Kaydos,Consumer,DK-12895|DK-2895,2,2011-05-17,2014-11-16,APAC|Africa|EMEA|EU|LATAM|US,United States,28,70,19632.759159999998,1363.5627599999998,2011-05-17
DANIEL_BYRD,Daniel Byrd,Home Office,DB-12910|DB-2910,2,2011-04-07,2014-12-29,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,35,65,15389.4637,1656.9395,2011-04-07
DANIEL_LACY,Daniel Lacy,Consumer,DL-12925|DL-2925,2,2011-02-18,2014-11-24,APAC|Africa|EMEA|EU|LATAM|US,United States,28,72,12196.6768,1108.4399999999998,2011-02-18
DANIEL_RAGLIN,Daniel Raglin,Home Office,DR-12940|DR-2940,2,2011-02-09,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,United States,41,85,27929.86492,6103.97292,2011-02-09
DAN_CAMPBELL,Dan Campbell,Consumer,DC-12850|DC-2850,2,2011-07-05,2014-11-27,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,38,77,13438.5095,-70.48979999999985,2011-07-05
DAN_LAWERA,Dan Lawera,Consumer,DL-12865|DL-2865,2,2011-01-10,2014-11-04,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,41,68,12688.682100000002,426.0349999999995,2011-01-10
DAN_REICHENBACH,Dan Reichenbach,Corporate,DR-12880|DR-2880,2,2011-04-18,2014-12-28,APAC|Africa|EMEA|EU|LATAM|US,United States,40,84,16706.8013,1984.3986,2011-04-18
DARIO_MEDINA,Dario Medina,Corporate,DM-12955|DM-2955,2,2011-07-11,2014-12-19,APAC|Africa|Canada|EMEA|EU|LATAM|US,Cuba,41,76,22299.98292,2306.92722,2011-07-11
DARREN_BUDD,Darren Budd,Corporate,DB-12970|DB-2970,2,2011-03-14,2014-11-04,APAC|Africa|EMEA|EU|US,United States,15,31,9679.2392,586.9648999999994,2011-03-14
DARREN_KOUTRAS,Darren Koutras,Consumer,DK-12985|DK-2985,2,2011-01-20,2014-12-30,APAC|Africa|EU|LATAM|US,Germany,36,64,14905.4005,1287.9167000000002,2011-01-20
DARREN_POWERS,Darren Powers,Consumer,DP-13000|DP-3000,2,2011-01-04,2014-12-17,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,41,82,15976.372399999998,-517.4511999999997,2011-01-04
DARRIN_MARTIN,Darrin Martin,Consumer,DM-13015|DM-3015,2,2011-03-04,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,36,66,17732.321799999998,1991.7518999999998,2011-03-04
DARRIN_SAYRE,Darrin Sayre,Home Office,DS-13030|DS-3030,2,2011-04-19,2014-11-13,APAC|Africa|EMEA|EU|LATAM|US,United States,32,68,13280.8085,1487.6673999999996,2011-04-19
DARRIN_VAN_HUFF,Darrin Van Huff,Corporate,DV-13045|DV-3045,2,2011-01-21,2014-12-12,APAC|Africa|EMEA|EU|LATAM|US,Indonesia,37,94,22746.33192,616.3249199999998,2011-01-21
DAVE_BROOKS,Dave Brooks,Consumer,DB-13060|DB-3060,2,2011-03-01,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,United States,34,70,25547.16966,3652.3608600000002,2011-03-01
DAVE_HALLSTEN,Dave Hallsten,Corporate,DH-13075|DH-3075,2,2011-02-01,2014-10-17,APAC|Africa|EMEA|EU|LATAM|US,United States,35,83,16192.3601,1681.8684999999998,2011-02-01
DAVE_KIPP,Dave Kipp,Consumer,DK-13090|DK-3090,2,2011-03-15,2014-12-23,APAC|Africa|EMEA|EU|LATAM|US,United States,39,64,19452.4072,4080.5636999999997,2011-03-15
DAVE_POIRIER,Dave Poirier,Corporate,DP-13105|DP-3105,2,2011-01-07,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,Australia,31,62,25900.7482,4600.1323,2011-01-07
DAVID_BREMER,David Bremer,Corporate,DB-13120|DB-3120,2,2011-09-30,2014-12-26,APAC|Africa|Canada|EU|LATAM|US,United States,20,34,6273.82662,-2270.69658,2011-09-30
DAVID_FLASHING,David Flashing,Consumer,DF-13135|DF-3135,2,2011-01-11,2014-12-22,APAC|Africa|EMEA|EU|LATAM|US,Indonesia,22,52,11542.0359,363.0722,2011-01-11
DAVID_KENDRICK,David Kendrick,Corporate,DK-13150|DK-3150,2,2011-02-01,2014-12-21,APAC|Africa|EMEA|EU|LATAM|US,Germany,36,58,17561.585,2179.1376999999998,2011-02-01
DAVID_PHILIPPE,David Philippe,Consumer,DP-13165|DP-3165,2,2011-01-30,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,Mexico,31,68,23729.23412,834.5305200000003,2011-01-30
DAVID_SMITH,David Smith,Corporate,DS-13180|DS-3180,2,2011-04-25,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,United States,33,63,13632.547999999999,1713.4145,2011-04-25
DAVID_WIENER,David Wiener,Corporate,DW-13195|DW-3195,2,2011-01-19,2014-12-25,APAC|Africa|EMEA|EU|LATAM|US,Australia,30,56,10930.5431,1739.0983,2011-01-19
DEANRA_ENO,Deanra Eno,Home Office,DE-13255|DE-3255,2,2011-06-23,2014-12-12,APAC|Africa|EMEA|EU|LATAM|US,United States,30,55,12800.279999999999,1735.4974,2011-06-23
DEAN_BRADEN,Dean Braden,Consumer,DB-13210|DB-3210,2,2011-02-03,2014-12-24,APAC|Africa|EMEA|EU|LATAM|US,United States,34,73,14130.6169,1425.8077999999998,2011-02-03
DEAN_KATZ,Dean Katz,Corporate,DK-13225|DK-3225,2,2011-03-14,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,United States,37,56,10654.4526,1007.0980000000001,2011-03-14
DEAN_PERCER,Dean percer,Home Office,Dp-13240|Dp-3240,2,2011-05-26,2014-12-13,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,35,81,22834.91032,3959.1641199999995,2011-05-26
DEBORAH_BRUMFIELD,Deborah Brumfield,Home Office,DB-13270|DB-3270,2,2011-02-05,2014-12-22,APAC|Africa|EMEA|EU|LATAM|US,United States,27,58,12576.5995,1640.2389,2011-02-05
DEBRA_CATINI,Debra Catini,Consumer,DC-13285|DC-3285,2,2011-04-28,2014-12-13,APAC|Africa|EMEA|EU|LATAM|US,Mexico,27,54,16964.653899999998,865.3340999999999,2011-04-28
DEIRDRE_GREER,Deirdre Greer,Corporate,DG-13300|DG-3300,2,2011-07-09,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,China,35,64,16713.74,2374.3181,2011-07-09
DELFINA_LATCHFORD,Delfina Latchford,Consumer,DL-13315|DL-3315,2,2011-01-17,2014-12-13,APAC|Africa|EMEA|EU|LATAM|US,United States,33,76,20252.4705,2798.5357,2011-01-17
DENISE_LEINENBACH,Denise Leinenbach,Consumer,DL-13330|DL-3330,2,2011-03-14,2014-12-19,APAC|Africa|Canada|EMEA|EU|LATAM|US,Australia,37,75,17940.981,2747.4922,2011-03-14
DENISE_MONTON,Denise Monton,Corporate,DM-13345|DM-3345,2,2011-08-24,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,33,59,22053.3105,-2597.8028999999988,2011-08-24
DENNIS_BOLTON,Dennis Bolton,Home Office,DB-13360|DB-3360,2,2011-01-27,2014-11-14,APAC|Africa|EU|LATAM|US,Brazil,30,52,10611.34436,1922.7168599999998,2011-01-27
DENNIS_KANE,Dennis Kane,Consumer,DK-13375|DK-3375,2,2011-02-27,2014-12-27,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,36,76,20105.314,2965.5079,2011-02-27
DENNIS_PARDUE,Dennis Pardue,Home Office,DP-13390|DP-3390,2,2011-01-03,2014-12-31,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,33,57,11658.9212,2688.189,2011-01-03
DENNY_BLANTON,Denny Blanton,Consumer,DB-13405|DB-3405,2,2011-05-22,2014-12-03,APAC|EMEA|EU|LATAM|US,United States,28,51,16632.638659999997,1958.55586,2011-05-22
DENNY_JOY,Denny Joy,Corporate,DJ-13420|DJ-3420,2,2011-03-21,2014-12-30,APAC|Africa|EMEA|EU|LATAM|US,Germany,32,63,22562.07114,3255.39614,2011-03-21
DENNY_ORDWAY,Denny Ordway,Consumer,DO-13435|DO-3435,2,2011-06-23,2014-11-25,APAC|Africa|EMEA|EU|LATAM|US,United States,42,83,18796.6155,4137.6354,2011-06-23
DIANNA_ARNETT,Dianna Arnett,Home Office,DA-13450|DA-3450,2,2011-04-04,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,29,60,15247.41826,-297.8313400000002,2011-04-04
DIANNA_VITTORINI,Dianna Vittorini,Consumer,DV-13465|DV-3465,2,2011-01-11,2014-12-18,APAC|Africa|EMEA|EU|LATAM|US,United States,25,63,16948.69688,3342.7225799999997,2011-01-11
DIANNA_WILSON,Dianna Wilson,Home Office,DW-13480|DW-3480,2,2011-04-02,2014-11-06,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,35,88,23454.961600000002,5029.089199999999,2011-04-02
DIONIS_LLOYD,Dionis Lloyd,Corporate,DL-13495|DL-3495,2,2011-06-29,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,32,56,16645.788,1560.868,2011-06-29
DON_JONES,Don Jones,Corporate,DJ-13510|DJ-3510,2,2011-01-15,2014-12-25,APAC|Africa|Canada|EMEA|EU|LATAM|US,Brazil,38,78,21396.9779,4310.462,2011-01-15
DON_MILLER,Don Miller,Corporate,DM-13525|DM-3525,2,2011-07-05,2014-11-26,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,25,52,11831.64768,-273.41552000000047,2011-07-05
DON_WEISS,Don Weiss,Consumer,DW-13540|DW-3540,2,2011-03-28,2014-12-19,APAC|Africa|Canada|EMEA|EU|LATAM|US,Spain,24,62,14383.002,425.7091999999998,2011-03-28
DOROTHY_BADDERS,Dorothy Badders,Corporate,DB-13555|DB-3555,2,2011-04-21,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,United States,25,49,10386.3324,1242.2766,2011-04-21
DOROTHY_DICKINSON,Dorothy Dickinson,Consumer,DD-13570|DD-3570,2,2011-01-03,2014-11-20,APAC|Africa|EMEA|EU|LATAM|US,Italy,32,66,11072.8788,1399.6512,2011-01-03
DOROTHY_WARDLE,Dorothy Wardle,Corporate,DW-13585|DW-3585,2,2011-06-02,2014-12-26,APAC|Africa|Canada|EU|LATAM|US,Cuba,41,74,12604.917599999999,870.557,2011-06-02
DORRIS_LIEBE,Dorris liebe,Corporate,Dl-13600|Dl-3600,2,2011-03-16,2014-12-26,APAC|Africa|EMEA|EU|LATAM|US,Thailand,30,58,14721.8194,1851.7062,2011-03-16
DOUG_BICKFORD,Doug Bickford,Consumer,DB-13615|DB-3615,2,2011-07-18,2014-12-04,APAC|Africa|EMEA|EU|LATAM|US,Germany,32,58,12855.6088,2967.6800000000003,2011-07-18
DOUG_JACOBS,Doug Jacobs,Consumer,DJ-13630|DJ-3630,2,2011-09-15,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,33,54,13854.078,2675.7544,2011-09-15
DOUG_O_CONNELL,Doug O'Connell,Consumer,DO-13645|DO-3645,2,2011-05-24,2014-12-05,APAC|Africa|Canada|EMEA|EU|LATAM|US,United Kingdom,30,68,13772.73292,1816.7345199999997,2011-05-24
DUANE_BENOIT,Duane Benoit,Consumer,DB-13660|DB-3660,2,2011-02-07,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,23,42,13604.77684,1417.7983399999998,2011-02-07
DUANE_HUFFMAN,Duane Huffman,Home Office,DH-13675|DH-3675,2,2011-04-13,2014-12-11,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,29,54,12479.1525,2151.1434999999997,2011-04-13
DUANE_NOONAN,Duane Noonan,Consumer,DN-13690|DN-3690,2,2011-02-02,2014-12-19,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,29,60,14914.292,233.54250000000033,2011-02-02
EDWARD_BECKER,Edward Becker,Corporate,EB-13750|EB-3750,2,2011-02-08,2014-11-29,APAC|Canada|EMEA|EU|LATAM|US,United States,26,49,9429.144,1487.154,2011-02-08
EDWARD_HOOKS,Edward Hooks,Corporate,EH-13765|EH-3765,2,2011-01-17,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,38,84,21270.298,671.1933999999998,2011-01-17
EDWARD_NAZZAL,Edward Nazzal,Consumer,EN-13780|EN-3780,2,2011-03-18,2014-12-17,APAC|Africa|EMEA|EU|LATAM|US,United States,28,46,7068.7724,237.6994999999998,2011-03-18
ED_BRAXTON,Ed Braxton,Corporate,EB-13705|EB-3705,2,2011-01-09,2014-11-13,APAC|Africa|EMEA|EU|LATAM|US,United States,33,65,15523.9141,1488.6075999999996,2011-01-09
ED_JACOBS,Ed Jacobs,Consumer,EJ-13720|EJ-3720,2,2011-01-28,2014-11-12,APAC|Africa|EMEA|EU|LATAM|US,United States,30,45,10697.404,1209.9476,2011-01-28
ED_LUDWIG,Ed Ludwig,Home Office,EL-13735|EL-3735,2,2011-03-01,2014-12-05,APAC|Africa|EMEA|EU|LATAM|US,Iran,34,71,14207.253999999999,1155.5394000000001,2011-03-01
EILEEN_KIEFER,Eileen Kiefer,Home Office,EK-13795|EK-3795,2,2011-03-18,2014-11-17,APAC|Africa|EMEA|EU|LATAM|US,France,23,36,7128.4292,765.4778000000001,2011-03-18
ELENI_MCCRARY,Eleni McCrary,Corporate,EM-13810|EM-3810,2,2011-06-08,2014-11-03,APAC|Africa|EMEA|EU|LATAM|US,United States,29,54,14582.60704,1897.3695399999997,2011-06-08
ELIZABETH_MOFFITT,Elizabeth Moffitt,Corporate,EM-13825|EM-3825,2,2011-08-10,2014-11-06,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,32,64,14506.33616,1988.07236,2011-08-10
ELLIS_BALLARD,Ellis Ballard,Corporate,EB-13840|EB-3840,2,2011-02-02,2014-12-29,APAC|Africa|Canada|EMEA|EU|LATAM|US,Germany,31,57,21985.89694,5848.74774,2011-02-02
ELPIDA_RITTENBACH,Elpida Rittenbach,Corporate,ER-13855|ER-3855,2,2011-01-10,2014-11-08,APAC|Africa|EMEA|EU|LATAM|US,Hungary,26,53,17132.296,2585.7182,2011-01-10
EMILY_BURNS,Emily Burns,Consumer,EB-13870|EB-3870,2,2011-04-02,2014-12-16,APAC|Africa|EMEA|EU|LATAM|US,United States,24,35,7035.8557,20.558199999999953,2011-04-02
EMILY_DUCICH,Emily Ducich,Home Office,ED-13885|ED-3885,2,2011-02-17,2014-12-16,APAC|Africa|Canada|EMEA|EU|LATAM|US,United States,39,76,18544.353,2572.4465,2011-02-17
EMILY_GRADY,Emily Grady,Consumer,EG-13900|EG-3900,2,2011-02-25,2014-12-09,APAC|Africa|EMEA|EU|LATAM|US,United States,32,63,23112.30168,2604.2372800000003,2011-02-25
EMILY_PHAN,Emily Phan,Consumer,EP-13915|EP-3915,2,2011-05-21,2014-12-19,APAC|Africa|EMEA|EU|LATAM|US,United States,36,72,16771.30774,2103.96474,2011-05-21
ERICA_BERN,Erica Bern,Corporate,EB-13975|EB-3975,2,2011-06-07,2014-12-31,APAC|Africa|EMEA|EU|LATAM|US,Brazil,41,77,16119.2213,3030.7344000000003,2011-06-07
ERICA_HACKNEY,Erica Hackney,Consumer,EH-13990|EH-3990,2,2011-01-16,2014-11-28,APAC|Africa|EMEA|EU|LATAM|US,United States,32,51,9479.5736,1556.9195,2011-01-16
ERICA_HERNANDEZ,Erica Hernandez,Home Office,EH-14005|EH-4005,2,2011-02-09,2014-12-29,APAC|Africa|EMEA|EU|LATAM|US,United States,35,57,13004.6121,794.6512999999999,2011-02-09
