customer_key,customer_segment,primary_market,primary_country,first_order_date,last_order_date,order_frequency,lifetime_revenue,lifetime_profit,avg_order_value,profit_margin_pct,cohort_month,is_repeat_customer,avg_days_between_orders,returned_orders,measured_orders,segment,segment_action,label_caveat,r_score,f_score,m_score,rfm_sum,days_since_last_purchase,days_since_first_purchase,customer_name,is_unprofitable,cohort_year,first_order_date_key
CATHY_HWANG,Home Office,EU,France,2011-04-12,2014-10-03,29,15668.17456,2671.50966,540.2818813793103,17.0505482292763,2011-04,1,45.35714285714285,2,21,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,3,6,89,1359,Cathy Hwang,0,2011,20110412
CATHY_PRESCOTT,Corporate,US,United States,2011-06-27,2014-10-23,33,19769.5819,1750.5737,599.0782393939393,8.85488478641018,2011-06,1,37.9375,2,23,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,3,4,8,69,1283,Cathy Prescott,0,2011,20110627
CHAD_CUNNINGHAM,Home Office,LATAM,United States,2011-11-15,2014-11-10,30,12520.17124,2622.62744,417.3390413333333,20.947217012664435,2011-11,1,37.62068965517241,2,25,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,2,5,51,1142,Chad Cunningham,0,2011,20111115
CHAD_MCGUIRE,Consumer,APAC,United States,2011-02-10,2014-12-23,23,16565.3193,2442.3472,720.2312739130434,14.743737538460852,2011-02,1,64.18181818181819,1,20,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,4,1,4,9,8,1420,Chad McGuire,0,2011,20110210
CHAD_SIEVERT,Consumer,APAC,United States,2011-03-18,2014-12-20,26,12348.499,-4.067100000000039,474.9422692307692,-0.0329359867948326,2011-03,1,54.92,1,22,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,4,1,2,7,11,1384,Chad Sievert,1,2011,20110318
CHARLES_CRESTANI,Consumer,APAC,United States,2011-06-17,2014-10-10,30,13348.8466,1307.7990999999995,444.96155333333337,9.797094379674718,2011-06,1,41.75862068965517,1,24,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,2,5,82,1293,Charles Crestani,0,2011,20110617
CHARLES_MCCROSSIN,Consumer,APAC,United States,2011-01-31,2014-12-05,31,20155.95942,746.6868199999997,650.1922393548386,3.704546156503424,2011-01,1,46.8,0,26,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,3,5,10,26,1430,Charles McCrossin,0,2011,20110131
CHARLES_SHELDON,Corporate,APAC,Australia,2011-01-18,2014-11-04,34,20046.1943,4328.5768,589.59395,21.59301030021444,2011-01,1,42.0,3,29,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,4,5,10,57,1443,Charles Sheldon,0,2011,20110118
CHARLOTTE_MELTON,Consumer,LATAM,United States,2011-06-06,2014-12-31,29,12826.54222,117.79152000000012,442.2945593103448,0.9183419660548248,2011-06,1,46.57142857142857,2,25,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,5,2,2,9,0,1304,Charlotte Melton,0,2011,20110606
CHLORIS_KASTENSMIDT,Consumer,US,United States,2011-03-11,2014-12-27,43,14575.90484,965.8129399999998,338.9745311627907,6.626092517766463,2011-03,1,33.023809523809526,2,38,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,5,5,3,13,4,1391,Chloris Kastensmidt,0,2011,20110311
CHRISTINA_ANDERSON,Consumer,APAC,United States,2011-01-26,2014-11-27,38,21837.3069,3662.118,574.6659710526316,16.770007477433037,2011-01,1,37.86486486486486,1,31,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,5,5,12,34,1435,Christina Anderson,0,2011,20110126
CHRISTINA_DEMOSS,Consumer,LATAM,Brazil,2011-06-27,2014-12-19,31,17984.58838,2591.78178,580.1480122580646,14.411126489179065,2011-06,1,42.36666666666667,0,24,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,4,3,4,11,12,1283,Christina DeMoss,0,2011,20110627
CHRISTINA_VANDERZANDEN,Consumer,LATAM,United States,2011-03-28,2014-11-22,29,10325.50918,605.33728,356.0520406896552,5.86254168629774,2011-03,1,47.67857142857143,2,20,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,1,4,39,1374,Christina VanderZanden,0,2011,20110328
CHRISTINE_ABELMAN,Corporate,EU,France,2011-03-23,2014-12-18,26,7802.29086,867.15866,300.08811000000003,11.114154490774778,2011-03,1,54.64,1,21,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,3,1,1,5,13,1379,Christine Abelman,0,2011,20110323
CHRISTINE_KARGATIS,Home Office,LATAM,United States,2011-03-14,2014-12-31,35,13053.19332,1380.71322,372.9483805714286,10.577589607015794,2011-03,1,40.8235294117647,2,27,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,5,4,2,11,0,1388,Christine Kargatis,0,2011,20110314
CHRISTINE_PHAN,Corporate,LATAM,United States,2011-01-24,2014-12-23,34,25154.11928,1748.28138,739.8270376470588,6.950278642393398,2011-01,1,43.30303030303031,2,30,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,4,4,5,13,8,1437,Christine Phan,0,2011,20110124
CHRISTINE_SUNDARESAM,Consumer,LATAM,United States,2011-04-02,2014-12-25,40,10548.057,-1.1517999999999091,263.701425,-0.0109195466046486,2011-04,1,34.94871794871795,1,31,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,4,5,1,10,6,1369,Christine Sundaresam,1,2011,20110402
CHRISTOPHER_CONANT,Consumer,APAC,United States,2011-02-04,2014-12-25,39,35187.0764,5603.333699999999,902.2327282051282,15.92440825802737,2011-02,1,37.36842105263158,2,30,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,4,5,5,14,6,1426,Christopher Conant,0,2011,20110204
CHRISTOPHER_MARTINEZ,Consumer,APAC,Australia,2011-01-08,2014-11-24,29,22463.58392,3010.03432,774.6063420689655,13.39961749077838,2011-01,1,50.57142857142857,2,25,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,5,8,37,1453,Christopher Martinez,0,2011,20110108
CHRISTOPHER_SCHILD,Home Office,US,United States,2011-06-24,2014-12-30,28,12514.53436,2080.04256,446.9476557142857,16.62101441543367,2011-06,1,47.5925925925926,2,23,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,5,1,2,8,1,1286,Christopher Schild,0,2011,20110624
CHRISTY_BRITTAIN,Consumer,LATAM,United States,2011-02-24,2014-12-05,27,13938.11536,2087.08366,516.2264948148148,14.97393016267875,2011-02,1,53.07692307692308,1,23,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,1,2,5,26,1406,Christy Brittain,0,2011,20110224
CHRIS_CORTES,Consumer,US,United States,2011-03-03,2014-12-11,44,11482.9148,2505.8886,260.9753363636364,21.822757058164363,2011-03,1,32.06976744186046,2,32,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,3,5,1,9,20,1399,Chris Cortes,0,2011,20110303
CHRIS_MCAFEE,Consumer,APAC,United States,2011-01-03,2014-11-19,27,11620.621,1887.6977,430.3933703703704,16.244378850321336,2011-01,1,54.46153846153846,2,22,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,2,4,42,1458,Chris McAfee,0,2011,20110103
CHRIS_SELESNICK,Corporate,US,United States,2011-01-14,2014-12-29,34,14413.7293,2602.5059,423.9332147058824,18.055742867323037,2011-01,1,43.78787878787879,0,30,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,5,4,3,12,2,1447,Chris Selesnick,0,2011,20110114
CHUCK_CLARK,Home Office,US,United States,2011-01-24,2014-12-31,31,15039.16256,2940.5108599999994,485.1342761290323,19.55235770787492,2011-01,1,47.9,3,29,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,5,3,3,11,0,1437,Chuck Clark,0,2011,20110124
CHUCK_MAGEE,Consumer,LATAM,Mexico,2011-04-25,2014-12-16,29,13713.28608,1476.6556799999998,472.8719337931034,10.768065884322308,2011-04,1,47.535714285714285,1,25,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,3,2,2,7,15,1346,Chuck Magee,0,2011,20110425
CHUCK_SACHS,Consumer,APAC,Germany,2011-01-11,2014-12-25,31,22755.44428,2943.10958,734.0465896774193,12.933650267539404,2011-01,1,48.13333333333333,2,23,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,4,3,5,12,6,1450,Chuck Sachs,0,2011,20110111
CINDY_CHAPMAN,Consumer,APAC,United States,2011-05-03,2014-12-15,37,20869.68146,4034.85446,564.0454448648649,19.333569933654367,2011-05,1,36.72222222222222,2,30,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,3,4,5,12,16,1338,Cindy Chapman,0,2011,20110503
CINDY_SCHNELLING,Corporate,LATAM,Mexico,2011-04-09,2014-12-29,33,12774.6265,188.87189999999987,387.10989393939394,1.4784925414453398,2011-04,1,42.5,1,30,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,5,3,2,10,2,1362,Cindy Schnelling,0,2011,20110409
CINDY_STEWART,Consumer,LATAM,United States,2011-03-26,2014-12-04,23,13429.746400000002,-6151.558100000001,583.9020173913044,-45.80546733183287,2011-03,1,61.31818181818182,1,16,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,1,2,5,27,1376,Cindy Stewart,1,2011,20110326
CLAIRE_GUTE,Consumer,APAC,United Kingdom,2011-07-06,2014-12-03,25,14661.67402,2566.57842,586.4669608,17.505357277067603,2011-07,1,51.91666666666666,0,18,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,1,3,6,28,1274,Claire Gute,0,2011,20110706
CLAUDIA_BERGMANN,Corporate,EU,United States,2011-01-22,2014-12-24,29,18255.79284,2167.2174399999994,629.5100979310345,11.87139588509923,2011-01,1,51.142857142857146,2,27,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,4,2,4,10,7,1439,Claudia Bergmann,0,2011,20110122
CLAY_CHEATHAM,Consumer,EU,Australia,2011-03-17,2014-12-04,30,9342.05034,1524.54894,311.401678,16.319211356337007,2011-03,1,46.82758620689656,3,25,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,2,1,5,27,1385,Clay Cheatham,0,2011,20110317
CLAY_LUDTKE,Consumer,US,United States,2011-02-09,2014-12-26,36,19783.77188,1323.42898,549.5492188888888,6.689467448509621,2011-02,1,40.457142857142856,2,30,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,5,4,4,13,5,1421,Clay Ludtke,0,2011,20110209
CLAY_ROZENDAL,Home Office,APAC,United States,2011-08-12,2014-12-09,25,11757.5765,1945.9958,470.30306,16.550994161084134,2011-08,1,50.625,0,20,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,1,2,5,22,1237,Clay Rozendal,0,2011,20110812
CLYTIE_KELTY,Consumer,US,United States,2011-07-29,2014-11-18,36,17143.14618,2373.63598,476.198505,13.845976433247682,2011-07,1,34.51428571428571,2,33,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,4,4,9,43,1251,Clytie Kelty,0,2011,20110729
COREY_CATLETT,Corporate,APAC,United States,2011-07-16,2014-12-15,32,17605.028,3003.011,550.157125,17.057689428270155,2011-07,1,40.25806451612903,2,29,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,3,3,4,10,16,1264,Corey Catlett,0,2011,20110716
COREY_LOCK,Consumer,APAC,United States,2011-04-14,2014-12-27,30,13046.86776,1196.0399599999998,434.895592,9.16725747513823,2011-04,1,46.6551724137931,1,25,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,5,2,2,9,4,1357,Corey-Lock,0,2011,20110414
COREY_ROPER,Home Office,APAC,Australia,2011-01-23,2014-11-18,37,22351.10268,2345.12208,604.0838562162162,10.49219858892438,2011-01,1,38.75,4,28,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,4,5,10,43,1438,Corey Roper,0,2011,20110123
CORINNA_MITCHELL,Home Office,EMEA,United States,2011-08-06,2014-12-04,30,15578.556680000002,-955.06242,519.2852226666668,-6.130621980058808,2011-08,1,41.93103448275862,0,18,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,2,3,7,27,1243,Corinna Mitchell,1,2011,20110806
CRAIG_CARREIRA,Consumer,APAC,United States,2011-04-13,2014-12-15,34,11496.6099,-280.9817000000003,338.1355852941176,-2.444039612059902,2011-04,1,40.66666666666666,2,28,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,3,4,1,8,16,1358,Craig Carreira,1,2011,20110413
CRAIG_CARROLL,Consumer,EU,United States,2011-03-22,2014-11-07,25,16817.9562,2249.8603,672.718248,13.377727193747832,2011-03,1,55.25,2,20,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,4,6,54,1380,Craig Carroll,0,2011,20110322
CRAIG_LESLIE,Home Office,APAC,United States,2011-01-15,2014-12-23,35,19376.0248,2670.3287,553.6007085714285,13.78161272791104,2011-01,1,42.294117647058826,0,31,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,4,4,4,12,8,1446,Craig Leslie,0,2011,20110115
CRAIG_MOLINARI,Corporate,EU,United States,2011-03-07,2014-11-20,26,11230.8429,1210.3412999999998,431.9554961538461,10.77694088303915,2011-03,1,54.16,0,19,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,1,3,41,1395,Craig Molinari,0,2011,20110307
CRAIG_REITER,Consumer,APAC,India,2011-07-15,2014-12-26,35,20847.539760000003,1435.4373599999997,595.6439931428572,6.885404112547425,2011-07,1,37.05882352941177,0,24,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,5,4,5,14,5,1265,Craig Reiter,0,2011,20110715
CRAIG_YEDWAB,Corporate,APAC,United States,2011-05-06,2014-11-01,35,14221.5023,1542.2429999999997,406.32863714285713,10.84444503447431,2011-05,1,37.5,3,31,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,4,3,8,60,1335,Craig Yedwab,0,2011,20110506
CYMA_KINNEY,Corporate,US,United States,2011-02-08,2014-11-24,38,10590.7544,525.3842999999998,278.7040631578947,4.960782585988396,2011-02,1,37.43243243243244,0,26,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,5,1,7,37,1422,Cyma Kinney,0,2011,20110208
CYNTHIA_ARNTZEN,Consumer,LATAM,United States,2011-06-07,2014-09-29,30,19836.361,3891.2645,661.2120333333334,19.616826392703786,2011-06,1,41.72413793103448,1,26,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,2,4,7,93,1303,Cynthia Arntzen,0,2011,20110607
CYNTHIA_DELANEY,Home Office,EU,France,2011-02-03,2014-10-16,32,14498.9025,2154.3027,453.090703125,14.85838462600876,2011-02,1,43.58064516129032,0,25,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,3,3,7,76,1427,Cynthia Delaney,0,2011,20110203
CYNTHIA_VOLTZ,Corporate,US,United States,2011-04-27,2014-12-27,27,14852.9826,1910.1065,550.1104666666668,12.86008710466004,2011-04,1,51.53846153846154,3,20,Potential Loyalists,Convert to loyal. Recently active but spending below their cohort. Targeted category offers and a second-order incentive are justified here.,Relative label: recent but below-panel-average value. Not 'new' - see New Customers.,5,1,3,9,4,1344,Cynthia Voltz,0,2011,20110427
CYRA_REITEN,Home Office,LATAM,Austria,2011-06-11,2014-11-06,32,15658.562560000002,3312.72046,489.33008000000007,21.155967843832528,2011-06,1,40.12903225806452,1,24,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,3,3,7,55,1299,Cyra Reiten,0,2011,20110611
DAMALA_KOTSONIS,Corporate,US,United States,2011-01-31,2014-12-10,43,20963.6977,2917.8505,487.5278534883721,13.918586986684126,2011-01,1,33.54761904761905,0,32,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,3,5,5,13,21,1430,Damala Kotsonis,0,2011,20110131
DANA_KAYDOS,Consumer,LATAM,United States,2011-05-17,2014-11-16,28,19632.75916,1363.5627599999998,701.1699699999999,6.945344507552141,2011-05,1,47.37037037037037,1,22,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,4,6,45,1324,Dana Kaydos,0,2011,20110517
DANIEL_BYRD,Home Office,LATAM,United States,2011-04-07,2014-12-29,35,15389.4637,1656.9395,439.6989628571429,10.766713722454147,2011-04,1,40.05882352941177,0,27,Loyal Customers,Grow basket size. Consistent buyers with room to move up. Cross-sell adjacent sub-categories and bundle the low-margin items they already buy.,Relative label: upper-middle recency and value within this panel.,5,4,3,12,2,1364,Daniel Byrd,0,2011,20110407
DANIEL_LACY,Consumer,LATAM,United States,2011-02-18,2014-11-24,28,12196.6768,1108.44,435.5956,9.088049295526138,2011-02,1,50.92592592592592,0,21,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,2,4,37,1412,Daniel Lacy,0,2011,20110218
DANIEL_RAGLIN,Home Office,APAC,United States,2011-02-09,2014-12-04,41,27929.86492,6103.97292,681.2162175609756,21.8546453320978,2011-02,1,34.85,1,33,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,5,5,12,27,1421,Daniel Raglin,0,2011,20110209
DAN_CAMPBELL,Consumer,LATAM,United States,2011-07-05,2014-11-27,38,13438.5095,-70.48979999999963,353.64498684210525,-0.5245358497532753,2011-07,1,33.54054054054054,2,29,At Risk,"Reactivate now. Previously valuable, engagement slipping. Time-boxed win-back offer plus a service check - review whether returns or late shipments preceded the drop-off.","Relative label. Median dormancy is only ~28 days; this is the second-lowest recency quintile of a highly active panel, NOT evidence of churn.",2,5,2,9,34,1275,Dan Campbell,1,2011,20110705
DAN_LAWERA,Consumer,EU,United States,2011-01-10,2014-11-04,41,12688.682100000002,426.0349999999996,309.48005121951223,3.3575985011083187,2011-01,1,34.85,2,34,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,5,2,8,57,1451,Dan Lawera,0,2011,20110110
DAN_REICHENBACH,Corporate,LATAM,United States,2011-04-18,2014-12-28,40,16706.8013,1984.3986,417.6700325,11.877788957722268,2011-04,1,34.61538461538461,3,32,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,5,5,4,14,3,1353,Dan Reichenbach,0,2011,20110418
DARIO_MEDINA,Corporate,EU,United States,2011-07-11,2014-12-19,41,22299.98292,2306.92722,543.9020224390243,10.34497303552195,2011-07,1,31.425,2,32,Champions,Protect. Highest value and most recently active. Give early access to new ranges and priority fulfilment; do NOT spend discount here - they already buy at the best margins.,Relative label: top recency and value quintiles within this 795-customer panel.,4,5,5,14,12,1269,Dario Medina,0,2011,20110711
DARREN_BUDD,Corporate,US,United States,2011-03-14,2014-11-04,15,9679.2392,586.9648999999994,645.2826133333333,6.064163596659532,2011-03,1,95.07142857142856,1,11,Lost Customers,Reactivate cheaply or release. Longest dormancy in the panel. Use low-cost channels only; do not fund deep discounts to chase them.,"Relative label, and the most easily misread. Dormancy runs 36-428 days with a median near 49 - only 1 customer in the whole panel exceeds 180 days. These customers are not lost in any real sense; they are simply the least recent quintile.",1,1,1,3,57,1388,Darren Budd,0,2011,20110314
